Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Crimson,3437746471,"""6917529916846502981""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1983,,10,Vault,true,false,1,2,,55,75,92,72,14,0,0,97,415,60,8,35,0,0,0,0,0,0,0,0,15,false,0,895,,,,Banned Weapon*,Smallbore*,Accurized Rounds*,Cruel Remedy*,Heavy Grip*,Kill Tracker,Crimson Catalyst*,,,,,,,,
Crisis Inverted,2888266564,"""6917529914917498352""",,Legendary,Hand Cannon,crucible,Energy,Arc,1900,Stability,10,Vault,false,false,5,16,,100,83,84,40,14,0,0,60,140,60,12,65,0,0,0,0,0,0,0,0,17,false,0,104,omolon,,,Adaptive Frame*,Arrowhead Brake*,Fluted Barrel,Appended Mag*,Armor-Piercing Rounds,Under Pressure*,Kill Clip*,One Quiet Moment*,Omolon Fluid Dynamics,Kill Tracker,Full Auto Retrofit*,Masterworked: Stability*,Gambit Emerald*,,
Crisis Inverted,2888266564,"""6917529928673310925""",,Legendary,Hand Cannon,crucible,Energy,Arc,1900,Handling,4,Vault,false,false,5,16,,92,83,84,45,14,0,0,55,140,40,13,64,0,0,0,0,0,0,0,0,27,false,0,0,omolon,,,Adaptive Frame*,Corkscrew Rifling*,Fluted Barrel,Extended Mag*,Ricochet Rounds,Heating Up*,Opening Shot*,One Quiet Moment*,Omolon Fluid Dynamics,Kill Tracker,Tier 4: Handling*,,,,
Crisis Inverted,2888266564,"""6917529942946577098""",,Legendary,Hand Cannon,crucible,Energy,Arc,1900,Stability,3,Vault,false,false,5,16,,100,83,84,50,14,0,0,53,140,40,13,45,0,0,0,0,0,0,0,0,27,false,0,0,omolon,,,Adaptive Frame*,Extended Barrel*,Smallbore,Extended Mag*,Light Mag,Shoot to Loot*,Rangefinder*,One Quiet Moment*,Omolon Fluid Dynamics,Kill Tracker,Tier 3: Stability*,,,,
Crowd Pleaser,3565520715,"""6917529928692707097""",,Legendary,Grenade Launcher,gambit,Power,Void,1900,Reload Speed,1,Vault,true,false,4,12,,100,58,0,0,13,50,32,41,120,72,5,50,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Countermass*,Smart Drift Control,Alloy Casing*,High-Velocity Rounds,Pulse Monitor*,Demolitionist*,Chain Reaction,Gun and Run*,Kill Tracker,Tier 1: Reload Speed*,,,,
Crowd Pleaser,3565520715,"""6917529928692710869""",,Legendary,Grenade Launcher,gambit,Power,Void,1900,Handling,1,Vault,true,false,4,12,,70,58,0,0,13,45,27,41,120,41,5,36,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Volatile Launch*,Hard Launch,Proximity Grenades*,High-Velocity Rounds,Grave Robber*,Genesis,Unrelenting*,Snapshot Sights,Thresh,Gun and Run*,Kill Tracker,Tier 1: Handling*,,
Crown-Splitter,2782325302,"""6917529922262758555""",,Legendary,Sword,legendaryengram,Power,Void,1963,Impact,10,Vault,true,false,4,14,,0,0,74,0,0,0,0,0,0,0,60,0,0,0,0,10,70,60,0,0,0,false,0,202,,,,Aggressive Frame*,Hungry Edge,Enduring Blade*,Honed Edge,Heavy Guard*,Relentless Strikes*,Vorpal Weapon*,Kill Tracker,Backup Mag*,Masterworked: Impact*,,,,,
Crowning Duologue,3256453690,"""6917529921270756830""",keep,Legendary,Rocket Launcher,events,Power,Strand,1900,Velocity,1,Vault,false,false,6,21,Solstice,95,59,0,0,20,30,62,49,15,39,1,50,0,0,0,0,0,0,0,0,3,false,0,0,,,"we like auto loading & chain reaction, plus high-velocity rounds are solid",Precision Frame*,Countermass*,Linear Compensator,High-Velocity Rounds*,Impact Casing,Auto-Loading Holster*,Chain Reaction*,Dream Work*,Kill Tracker,Tier 1: Velocity*,,,,,
Crowning Duologue,3256453690,"""6917529925423053542""",,Legendary,Rocket Launcher,events,Power,Strand,1900,Velocity,4,Vault,true,false,6,21,Solstice,65,59,0,0,20,30,70,19,15,29,1,40,0,0,0,0,0,0,0,0,3,false,0,0,,,Hatchling!,Precision Frame*,Hard Launch*,Linear Compensator,Black Powder*,High-Velocity Rounds,Auto-Loading Holster*,Hatchling*,Dream Work*,Kill Tracker,Tier 4: Velocity*,,,,,
Crowning Duologue,4106757302,"""6917530048715439595""",keep,Legendary,Rocket Launcher,events,Power,Strand,1944,Blast Radius,2,Vault,false,false,7,24,Solstice,65,59,0,0,20,52,46,29,15,29,1,35,0,0,0,0,0,0,0,0,3,false,0,15,hakke,,,Precision Frame*,Volatile Launch*,Quick Launch,Black Powder*,Impact Casing,Hatchling*,Cluster Bomb*,Dream Work*,Hakke Breach Armaments,Kill Tracker,Tier 2: Blast Radius*,,,,
Crowning Duologue,4106757302,"""6917530048964904202""",keep,Legendary,Rocket Launcher,events,Power,Strand,1946,Velocity,1,Vault,false,false,7,24,Solstice,65,59,0,0,20,40,42,44,15,59,1,40,0,0,0,0,0,0,0,0,3,false,0,0,hakke,,,Precision Frame*,Confined Launch*,Linear Compensator,Alloy Casing*,Impact Casing,Reconstruction*,Chain Reaction*,Dream Work*,Hakke Breach Armaments,Kill Tracker,Tier 1: Velocity*,,,,
Crowning Duologue,4106757302,"""6917530049210523407""",keep,Legendary,Rocket Launcher,events,Power,Strand,1948,Reload Speed,5,Hunter(1916),true,false,7,24,Solstice,65,59,0,0,20,40,41,44,15,64,1,40,0,0,0,0,0,0,0,0,3,false,0,0,hakke,,,Precision Frame*,Confined Launch*,Hard Launch,Alloy Casing*,Implosion Rounds,Hatchling*,Reverberation*,Dream Work*,Hakke Breach Armaments,Kill Tracker,Tier 5: Reload Speed*,,,,
Crowning Duologue,4106757302,"""6917530050765548451""",keep,Legendary,Rocket Launcher,events,Power,Strand,1964,Velocity,1,Vault,false,false,7,24,Solstice,65,59,0,0,20,50,47,29,15,29,1,35,0,0,0,0,0,0,0,0,3,false,0,0,hakke,,,Precision Frame*,Volatile Launch*,Linear Compensator,Black Powder*,Impact Casing,Hatchling*,Chain Reaction*,Dream Work*,Hakke Breach Armaments,Kill Tracker,Tier 1: Velocity*,,,,
Crux Termination IV,1719687748,"""6917530039939788229""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1944,Velocity,1,Warlock(1927),false,false,6,23,,80,31,0,0,20,35,68,13,25,87,1,12,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Volatile Launch*,Hard Launch,Alloy Casing*,Black Powder,Slideshot*,Surrounded*,Wild Card*,Kill Tracker,Tier 1: Velocity*,,,,,
Crux Termination IV,1719687748,"""6917530050281624543""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1957,Velocity,4,Hunter(1916),false,false,6,23,,80,31,0,0,20,15,91,3,25,87,1,17,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Hard Launch*,Quick Launch,Alloy Casing*,Black Powder,Slideshot*,Demolitionist*,Wild Card*,Kill Tracker,Tier 4: Velocity*,,,,,
Crux Termination IV,1719687748,"""6917530053837438286""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1969,Handling,2,Hunter(1916),false,false,6,23,,100,31,0,0,20,20,72,23,25,87,1,29,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Countermass*,Hard Launch,Alloy Casing*,Implosion Rounds,Reconstruction*,Tracking Module*,Wild Card*,Kill Tracker,Tier 2: Handling*,,,,,
Crux Termination IV,1719687748,"""6917530057879222069""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1983,Reload Speed,1,Vault,false,false,6,23,,80,31,0,0,20,25,77,38,25,58,1,12,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Volatile Launch*,Confined Launch,Implosion Rounds*,Impact Casing,Clown Cartridge*,Quickdraw*,Wild Card*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Crux Termination IV,1719687748,"""6917530058134830692""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1987,Handling,1,Vault,false,false,6,23,,80,31,0,0,20,35,67,13,25,87,1,13,0,0,0,0,0,0,0,0,5,false,0,4,cassoid,,,Aggressive Frame*,Volatile Launch*,Confined Launch,Alloy Casing*,Black Powder,Clown Cartridge*,Quickdraw*,Wild Card*,Kill Tracker,Tier 1: Handling*,,,,,
Crux Termination IV,1719687748,"""6917530059566241109""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1990,Handling,4,Hunter(1916),false,false,6,23,,80,31,0,0,20,30,62,28,25,87,1,21,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Confined Launch*,Countermass,Alloy Casing*,High-Velocity Rounds,Eddy Current*,Quickdraw*,Wild Card*,Kill Tracker,Tier 4: Handling*,,,,,
Crux Termination IV,1719687748,"""6917530059574150016""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1989,Handling,2,Vault,false,false,6,23,,80,31,0,0,20,35,77,23,25,67,1,14,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Volatile Launch*,Confined Launch,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Demolitionist*,Wild Card*,Kill Tracker,Tier 2: Handling*,,,,,
Crux Termination IV,1719687748,"""6917530059701835511""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1989,Reload Speed,3,Vault,false,false,6,23,,80,31,0,0,20,40,67,13,25,60,1,12,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Volatile Launch*,Linear Compensator,Black Powder*,Impact Casing,Eddy Current*,Quickdraw*,Wild Card*,Kill Tracker,Tier 3: Reload Speed*,,,,,
Crux Termination IV,1719687748,"""6917530059841531605""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1990,Reload Speed,1,Titan(2006),false,true,6,23,,80,31,0,0,20,25,87,28,25,68,1,17,0,0,0,0,0,0,0,0,5,false,0,6,cassoid,,,Aggressive Frame*,Linear Compensator*,Quick Launch,High-Velocity Rounds*,Impact Casing,Reconstruction*,Quickdraw*,Wild Card*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Crux Termination IV,1719687748,"""6917530059846303313""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1990,Reload Speed,1,Vault,false,false,6,23,,80,31,0,0,20,15,97,13,25,68,1,17,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Hard Launch*,Quick Launch,High-Velocity Rounds*,Impact Casing,Slideshot*,Explosive Light*,Wild Card*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Crux Termination IV,1719687748,"""6917530060112682609""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1990,Reload Speed,3,Titan(2006),false,false,6,23,,80,31,0,0,20,25,77,38,25,60,1,12,0,0,0,0,0,0,0,0,5,false,0,0,cassoid,,,Aggressive Frame*,Volatile Launch*,Linear Compensator,Implosion Rounds*,Impact Casing,Envious Assassin*,Demolitionist*,Wild Card*,Kill Tracker,Tier 3: Reload Speed*,,,,,
D.A.R.C.I.,3141979346,"""6917529915626746880""",,Exotic,Sniper Rifle,,Power,Arc,1986,,10,Hunter(1916),true,false,1,1,,100,60,55,40,40,0,0,75,140,40,7,80,0,0,0,0,0,0,0,0,90,false,0,39,,,,Personal Assistant*,Extended Barrel*,Extended Mag*,Target Acquired*,Short-Action Stock*,Kill Tracker,D.A.R.C.I. Catalyst*,,,,,,,,
Dark Decider,1144014195,"""6917529920458816713""",,Legendary,Auto Rifle,ironbanner,Energy,Arc,1900,Reload Speed,5,Vault,false,false,6,20,,43,72,18,35,16,0,0,49,720,51,50,39,0,0,0,0,0,0,0,0,10,false,0,0,veist,,,Rapid-Fire Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Alloy Magazine*,Ricochet Rounds,Subsistence*,Gutshot Straight*,Skulking Wolf*,Veist Stinger,Kill Tracker,Tier 5: Reload Speed*,,,,
Dark Decider,1144014195,"""6917529920671379206""",,Legendary,Auto Rifle,ironbanner,Energy,Arc,1900,Stability,1,Warlock(1927),false,false,6,20,,53,72,18,25,16,0,0,60,720,46,56,34,0,0,0,0,0,0,0,0,10,false,0,0,veist,,,Rapid-Fire Frame*,Chambered Compensator*,Smallbore,Appended Mag*,High-Caliber Rounds,Auto-Loading Holster*,Gutshot Straight*,Skulking Wolf*,Veist Stinger,Kill Tracker,Tier 1: Stability*,,,,
Dark Decider,1144014195,"""6917529935627180185""",,Legendary,Auto Rifle,ironbanner,Energy,Arc,1900,Reload Speed,1,Vault,false,false,6,20,,53,72,18,35,16,0,0,49,720,47,50,29,0,0,0,0,0,0,0,0,10,false,0,1,veist,,,Rapid-Fire Frame*,Extended Barrel*,Hammer-Forged Rifling,Alloy Magazine*,Armor-Piercing Rounds,Offhand Strike*,Voltshot*,Skulking Wolf*,Veist Stinger,Kill Tracker,Tier 1: Reload Speed*,,,,
Dead Man's Tale,3654674561,"""6917529918623565906""",,Exotic,Scout Rifle,exoticquest,KineticSlot,Kinetic,1900,,,Vault,false,false,4,13,,100,60,100,72,18,0,0,57,120,50,14,45,0,0,0,0,0,0,0,0,17,false,0,0,tex-mechanica,,,Cranial Spike*,Smallbore*,Ricochet Rounds*,Vorpal Weapon*,Fitted Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,
Dead Man's Tale,2188764214,"""6917529931379097632""",,Exotic,Scout Rifle,exoticquest,KineticSlot,Kinetic,1984,,10,Hunter(1916),false,false,4,13,,89,60,100,75,18,0,0,45,120,50,14,55,0,0,0,0,0,0,0,0,17,crafted,21,602,tex-mechanica,00001:Epsilon,,Cranial Spike*,Corkscrew Rifling*,Accurized Rounds*,Outlaw*,Hand-Laid Stock*,Kill Tracker,,,,,,,,,
Dead Messenger,46125926,"""6917529940656077164""",,Exotic,Grenade Launcher,exoticquest,Energy,Void,1900,,10,Vault,false,false,5,16,,88,78,0,0,13,50,88,47,72,60,1,50,0,0,0,0,0,0,0,0,6,crafted,1,0,,,,Trinary Vision*,Smart Drift Control*,High-Velocity Rounds*,The Fundamentals*,Hand-Laid Stock*,Empty Traits Socket*,Kill Tracker,,,,,,,,
Dead Weight,3738678140,"""6917529924094842583""",,Legendary,Shotgun,gambit,Energy,Arc,1900,Range,3,Vault,true,false,5,17,,70,66,65,46,12,0,0,35,140,74,8,37,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Smoothbore*,Barrel Shroud,Tactical Mag*,Light Mag,Field Prep*,Auto-Loading Holster,Trench Barrel*,Vorpal Weapon,Gun and Run*,Field-Tested,Kill Tracker,Tier 3: Range*,,
Dead Weight,3738678140,"""6917529928692703600""",,Legendary,Shotgun,gambit,Energy,Arc,1900,Reload Speed,2,Vault,true,false,5,17,,70,66,65,43,12,0,0,35,140,76,8,37,0,0,0,0,0,0,0,0,2,false,0,18,,,,Rapid-Fire Frame*,Smoothbore*,Corkscrew Rifling,Tactical Mag*,Extended Mag,Lead from Gold*,Snapshot Sights,Swashbuckler*,Gun and Run*,Field-Tested,Kill Tracker,Tier 2: Reload Speed*,,,
Dead Weight,3738678140,"""6917529929860374019""",,Legendary,Shotgun,gambit,Energy,Arc,1900,Stability,4,Vault,true,false,5,17,,70,66,65,38,12,0,0,34,140,64,8,22,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Rifled Barrel*,Barrel Shroud,Appended Mag*,Steady Rounds,Grave Robber*,Surrounded*,Gun and Run*,Field-Tested,Kill Tracker,Tier 4: Stability*,,,,
Dead Weight,3738678140,"""6917529930665500898""",,Legendary,Shotgun,gambit,Energy,Arc,1900,Range,1,Vault,true,false,5,17,,70,66,65,36,12,0,0,37,140,64,8,37,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Smallbore*,Corkscrew Rifling,Appended Mag*,Extended Mag,Feeding Frenzy*,Swashbuckler*,Gun and Run*,Field-Tested,Kill Tracker,Tier 1: Range*,,,,
Dead Weight,3738678140,"""6917529936345999410""",,Legendary,Shotgun,gambit,Energy,Arc,1900,Range,2,Warlock(1927),false,false,5,17,,70,66,65,40,12,0,0,35,140,74,8,22,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Rifled Barrel*,Full Choke,Tactical Mag*,Steady Rounds,Dual Loader*,Auto-Loading Holster,Turnabout*,Gun and Run*,Field-Tested,Kill Tracker,Tier 2: Range*,,,
Deadpan Delivery,1296429091,"""6917529943003438834""",,Legendary,Shotgun,seasonpass,Energy,Arc,1900,Range,3,Vault,false,false,6,22,,65,31,80,37,12,0,0,23,55,30,5,26,0,0,0,0,0,0,0,0,12,false,0,0,nadir,,,Aggressive Frame*,Smoothbore*,Corkscrew Rifling,Appended Mag*,Extended Mag,Air Assault*,Frenzy*,Vanguard's Vindication*,Nadir Focus,Kill Tracker,Tier 3: Range*,,,,
Death Adder,2742490609,"""6917529930893013097""",,Legendary,Submachine Gun,dungeon,Energy,Solar,1900,Handling,1,Vault,false,false,3,11,,95,55,15,29,13,0,0,55,900,26,37,66,0,0,0,0,0,0,0,0,19,false,0,0,veist,,,Lightweight Frame*,Corkscrew Rifling*,Full Bore,Steady Rounds*,Alloy Magazine,Dynamic Sway Reduction*,Rangefinder*,Kill Tracker,Tier 1: Handling*,,,,,,
Ded Gramarye IV,499245245,"""6917530049743236713""",,Legendary,Shotgun,legendaryengram,Energy,Arc,1953,Handling,3,Vault,false,false,7,24,,60,47,65,58,12,0,0,43,80,54,6,69,0,0,0,0,0,0,0,0,3,false,0,0,cassoid,,,Lightweight Frame*,Smallbore*,Barrel Shroud,Accurized Rounds*,Light Mag,Slickdraw*,Voltshot*,Wild Card*,Kill Tracker,Tier 3: Handling*,,,,,
Ded Gramarye IV,499245245,"""6917530050244516363""",,Legendary,Shotgun,legendaryengram,Energy,Arc,1952,Reload Speed,2,Vault,false,false,7,24,,60,47,65,41,12,0,0,61,90,56,6,76,0,0,0,0,0,0,0,0,3,false,0,0,cassoid,,,Lightweight Frame*,Barrel Shroud*,Corkscrew Rifling,Assault Mag*,Light Mag,Surplus*,Chain Reaction*,Wild Card*,Kill Tracker,Tier 2: Reload Speed*,,,,,
Different Times,3016891299,"""6917529905677917251""",keep,Legendary,Pulse Rifle,sonar,KineticSlot,Strand,1900,Handling,2,Vault,true,false,6,21,,52,75,23,33,17,0,0,44,540,28,34,35,0,0,0,0,0,0,0,0,18,false,0,0,,,,Rapid-Fire Frame*,Fluted Barrel*,Polygonal Rifling,High-Caliber Rounds*,Flared Magwell,Subsistence*,Adrenaline Junkie*,Kill Tracker,Unsated Hunger*,Tier 2: Handling*,,,,,
Different Times,3016891299,"""6917529911438572437""",,Legendary,Pulse Rifle,sonar,KineticSlot,Strand,1900,Handling,1,Vault,true,false,6,21,,62,75,23,38,17,0,0,39,540,28,40,9,0,0,0,0,0,0,0,0,18,false,0,0,,,Look for better hatchling,Rapid-Fire Frame*,Extended Barrel*,Fluted Barrel,Appended Mag*,Light Mag,Outlaw*,Hatchling*,Kill Tracker,Unsated Hunger*,Tier 1: Handling*,,,,,
Dimensional Hypotrochoid,1311684613,"""6917529916347035269""",,Legendary,Grenade Launcher,campaign,Power,Stasis,1900,Handling,1,Vault,false,false,6,20,,63,63,0,0,13,50,53,40,120,52,5,58,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Quick Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Unrelenting*,Vorpal Weapon*,Nanotech Tracer Rockets*,Kill Tracker,Tier 1: Handling*,,,,,
Dimensional Hypotrochoid,1311684613,"""6917529921823150731""",,Legendary,Grenade Launcher,campaign,Power,Stasis,1900,Handling,4,Vault,false,false,6,20,,63,63,0,0,13,55,48,45,120,52,5,46,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Linear Compensator*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Genesis*,Pugilist*,Nanotech Tracer Rockets*,Kill Tracker,Tier 4: Handling*,,,,,
Dimensional Hypotrochoid,1311684613,"""6917529921866714821""",,Legendary,Grenade Launcher,campaign,Power,Stasis,1900,Reload Speed,4,Vault,false,false,6,20,,63,63,0,0,13,60,33,55,120,56,5,42,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Confined Launch*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Stats for All*,Chain Reaction*,Nanotech Tracer Rockets*,Kill Tracker,Tier 4: Reload Speed*,,,,,
Disparity,1751893422,"""6917529922269795983""",,Legendary,Pulse Rifle,rasputin,KineticSlot,Stasis,1900,Handling,1,Vault,false,false,5,19,,97,45,35,60,19,0,0,74,450,28,39,41,0,0,0,0,0,0,0,0,27,false,0,0,hakke,,,Aggressive Burst*,Arrowhead Brake*,Corkscrew Rifling,Steady Rounds*,Flared Magwell,Eye of the Storm*,Desperado*,Ambush*,Hakke Breach Armaments,Kill Tracker,Tier 1: Handling*,,,,
Distant Tumulus,2807687156,"""6917530058125948860""",,Legendary,Sniper Rifle,legendaryengram,Energy,Solar,1986,Handling,1,Hunter(1916),false,false,3,10,,62,72,55,29,45,0,0,40,140,57,7,59,0,0,0,0,0,0,0,0,2,false,0,0,veist,,,Rapid-Fire Frame*,Chambered Compensator*,Polygonal Rifling,Appended Mag*,Extended Mag,Clown Cartridge*,Outlaw*,Kill Tracker,Tier 1: Handling*,,,,,,
Edge Transit,568611923,"""6917530050761079815""",,Legendary,Grenade Launcher,brave,Power,Void,1965,Reload Speed,3,Vault,false,false,6,23,,70,62,0,0,13,65,27,42,120,22,7,37,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Volatile Launch*,Countermass,Augmented Drum*,Spike Grenades,Cascade Point*,Bait and Switch*,Indomitability*,Kill Tracker,Tier 3: Reload Speed*,,,,,
Eleatic Principle,105306149,"""6917529928964735758""",,Legendary,Machine Gun,seasonpass,Power,Arc,1900,Reload Speed,2,Hunter(1916),false,true,6,22,,90,67,25,26,16,0,0,34,900,46,96,60,0,0,0,0,0,0,0,0,29,false,0,62,,,,Rapid-Fire Frame*,Arrowhead Brake*,Extended Barrel,Extended Mag*,Flared Magwell,Offhand Strike*,Tap the Trigger*,Head Rush*,Kill Tracker,Tier 2: Reload Speed*,,,,,
Eleatic Principle,105306149,"""6917529929830503588""",,Legendary,Machine Gun,seasonpass,Power,Arc,1900,Reload Speed,1,Vault,false,false,6,22,,90,67,25,26,16,0,0,34,900,45,96,60,0,0,0,0,0,0,0,0,29,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Full Bore,Extended Mag*,Alloy Magazine,Well-Rounded*,Harmony*,Head Rush*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Eleatic Principle,105306149,"""6917529934551258562""",,Legendary,Machine Gun,seasonpass,Power,Arc,1900,Range,1,Vault,false,false,6,22,,70,67,25,42,16,0,0,44,900,64,75,40,0,0,0,0,0,0,0,0,19,false,0,0,,,,Rapid-Fire Frame*,Extended Barrel*,Hammer-Forged Rifling,Ricochet Rounds*,Flared Magwell,Ensemble*,Adrenaline Junkie*,Head Rush*,Kill Tracker,Tier 1: Range*,,,,,
Elsie's Rifle,2372514509,"""6917530050250901871""",,Legendary,Pulse Rifle,brave,Energy,Void,1953,Handling,3,Vault,false,false,6,23,,73,40,33,70,17,0,0,55,340,60,35,45,0,0,0,0,0,0,0,0,24,false,0,0,,,,High-Impact Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Appended Mag*,Light Mag,Rewind Rounds*,Adrenaline Junkie*,Indomitability*,Kill Tracker,Tier 3: Handling*,,,,,
Elsie's Rifle,2372514509,"""6917530050274815073""",,Legendary,Pulse Rifle,brave,Energy,Void,1957,Handling,3,Vault,false,false,6,23,,73,40,33,60,17,0,0,60,340,40,38,60,0,0,0,0,0,0,0,0,34,false,0,0,,,,High-Impact Frame*,Fluted Barrel*,Full Bore,Extended Mag*,Appended Mag,Loose Change*,Desperado*,Indomitability*,Kill Tracker,Tier 3: Handling*,,,,,
Empirical Evidence,2607304614,"""6917529932205599445""",,Legendary,Sidearm,campaign,KineticSlot,Kinetic,1900,Range,1,Vault,false,false,5,16,,100,86,56,53,12,0,0,33,325,24,29,44,0,0,0,0,0,0,0,0,21,false,0,0,,,,Heavy Burst*,Arrowhead Brake*,Polygonal Rifling,Appended Mag*,Flared Magwell,Ensemble*,Unrelenting*,Psychohack*,Kill Tracker,Tier 1: Range*,,,,,
Empirical Evidence,2607304614,"""6917529932210703840""",,Legendary,Sidearm,campaign,KineticSlot,Kinetic,1900,Reload Speed,3,Vault,false,false,5,16,,100,86,56,62,12,0,0,33,325,27,29,24,0,0,0,0,0,0,0,0,21,false,0,0,,,,Heavy Burst*,Extended Barrel*,Polygonal Rifling,Appended Mag*,Ricochet Rounds,Encore*,Harmony*,Psychohack*,Kill Tracker,Tier 3: Reload Speed*,,,,,
Empirical Evidence,2607304614,"""6917529932215538794""",,Legendary,Sidearm,campaign,KineticSlot,Kinetic,1900,Stability,2,Vault,false,false,5,16,,98,86,56,62,12,0,0,35,325,4,31,34,0,0,0,0,0,0,0,0,31,false,0,0,,,,Heavy Burst*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Appended Mag,Perpetual Motion*,Thresh*,Psychohack*,Kill Tracker,Tier 2: Stability*,,,,,
Empty Vessel,4255586669,"""6917529899511566479""",,Legendary,Grenade Launcher,strikes,Energy,Solar,1900,Velocity,1,Vault,false,false,4,14,,76,73,0,0,13,100,68,34,90,65,1,59,0,0,0,0,0,0,0,0,2,false,0,0,,,,Lightweight Frame*,Volatile Launch*,Smart Drift Control,Spike Grenades*,High-Velocity Rounds,Pulse Monitor*,Disruption Break*,Vanguard's Vindication*,Field-Tested,Kill Tracker,Tier 1: Velocity*,,,,
Empty Vessel,4255586669,"""6917529928368549363""",,Legendary,Grenade Launcher,strikes,Energy,Solar,1900,Velocity,1,Vault,false,false,4,14,,76,73,0,0,13,0,63,39,90,65,1,64,0,0,0,0,0,0,0,0,2,false,0,0,,,,Lightweight Frame*,Confined Launch*,Hard Launch,Disorienting Grenades*,Implosion Rounds,Ambitious Assassin*,Snapshot Sights*,Vanguard's Vindication*,Field-Tested,Kill Tracker,Tier 1: Velocity*,,,,
Enigma's Draw,1723380073,"""6917529921909816100""",,Legendary,Sidearm,legendaryengram,KineticSlot,Kinetic,1900,Range,1,Vault,false,false,3,10,,90,91,51,50,12,0,0,52,260,0,15,42,0,0,0,0,0,0,0,0,22,false,0,17,fotc,,,Precision Frame*,Control SAS*,Tactic SAS,Extended Mag*,High-Caliber Rounds,Opening Shot*,Elemental Capacitor*,Kill Tracker,Tier 1: Range*,,,,,,
Enyo-D,1601177201,"""6917529917873445253""",,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1900,Handling,1,Vault,false,false,5,17,,97,55,25,59,15,0,0,47,600,18,27,21,0,0,0,0,0,0,0,0,13,false,0,0,hakke,,,Precision Frame*,Chambered Compensator*,Fluted Barrel,Accurized Rounds*,Appended Mag,Feeding Frenzy*,Wellspring*,Hakke Breach Armaments*,Kill Tracker,Tier 1: Handling*,,,,,
